File ,Date/time ,PH,ROI Ch,H/V,R10-90,R10-90C,Over-,Over-,MTF50,MTF50P,MTF,Camera,Lens,FL,f-stop,Location,ISO,Misc.,Gamma, ,Chr Aber,Secondary,,Secondary,,EdgeRough,Shutter,Edge,Dark,Light,Under-
imatest_noise0.1_blur3.5.png,2022-06-21 00:39:36,  450,1 Y,Horiz (V-edge),   54,  NaN,  2.6,-23.9,   62,   62,0.016,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.02,MTF30,0.089422,,,, ,  2.819, 0.4043, 0.7280,  3.4
imatest_noise0.2_blur3.5.png,2022-06-21 00:39:36,  450,1 Y,Horiz (V-edge),   54,  NaN,  2.8,-24.1,   62,   62,0.027,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.04,MTF30,0.088831,,,, ,  3.344, 0.4077, 0.7302,  5.9
imatest_noise0.3_blur3.5.png,2022-06-21 00:39:37,  450,1 Y,Horiz (V-edge),   53,  NaN,  5.2,-24.5,   62,   62,0.300,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.16,MTF30,0.089942,,,, ,  2.725, 0.4140, 0.7292,  3.2
imatest_noise0.4_blur3.5.png,2022-06-21 00:39:37,  450,1 Y,Horiz (V-edge),   51,  NaN,  5.7,-24.9,   65,   65,0.186,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.08,MTF30,0.10116,,,, ,  4.299, 0.4258, 0.7320,  7.0
imatest_noise0.5_blur3.5.png,2022-06-21 00:39:37,  450,1 Y,Horiz (V-edge),   64,  NaN, 35.8,-25.7,   63,   63,0.157,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.46,MTF30,0.092279,,,, ,  2.650, 0.4347, 0.7375, -0.0
imatest_noise0.6_blur3.5.png,2022-06-21 00:39:38,  450,1 Y,Horiz (V-edge),   68,  NaN, 11.8,-24.4,   64,   64,0.335,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.16,MTF30,0.096274,,,, ,  3.100, 0.4439, 0.7396,  6.3
imatest_noise0.7_blur3.5.png,2022-06-21 00:39:38,  450,1 Y,Horiz (V-edge),   55,  NaN, 30.0,-25.3,   66,   66,0.180,,, , ,6.9% left of ctr, ,,0.500,  NaN, 1.52,MTF30,0.10247,,,, ,  2.994, 0.4572, 0.7541,  1.7
imatest_noise0.8_blur3.5.png,2022-06-21 00:39:39,  450,1 Y,Horiz (V-edge),   63,  NaN, 12.5,-26.1,   65,   65,0.069,,, , ,7% left of ctr, ,,0.500,  NaN, 0.56,MTF30,0.10972,,,, ,  4.311, 0.0000, 0.4724, 14.5
imatest_noise0.9_blur3.5.png,2022-06-21 00:39:39,  450,1 Y,Horiz (V-edge),   53,  NaN, 24.0,-28.2,   57,  468,1.329,,, , ,7% left of ctr, ,,0.500,  NaN, 0.36,MTF30,0.085107,,,, ,  1.930, 0.0000, 0.4785, 11.8
imatest_noise1.0_blur3.5.png,2022-06-21 00:39:40,  450,1 Y,Horiz (V-edge),   73,  NaN, 29.1,-25.2,   62,  582,1.305,,, , ,6.8% left of ctr, ,,0.500,  NaN, 1.10,MTF30,0.090436,,,, ,  0.752, 0.0000, 0.5212, 13.9
imatest_noise0.0_blur4.0.png,2022-06-21 00:39:41,  450,1 Y,Horiz (V-edge),   50,  NaN,  3.7,-25.5,   58,   58,0.009,,, , ,7% left of ctr, ,,0.500,  NaN, 0.00,MTF30,0.084242,,,, ,  2.237, 0.4059, 0.7246,  3.5
imatest_noise0.1_blur4.0.png,2022-06-21 00:39:41,  450,1 Y,Horiz (V-edge),   50,  NaN,  3.4,-25.5,   59,   59,0.036,,, , ,7% left of ctr, ,,0.500,  NaN, 0.02,MTF30,0.085194,,,, ,  3.900, 0.4083, 0.7251,  3.9
imatest_noise0.2_blur4.0.png,2022-06-21 00:39:42,  450,1 Y,Horiz (V-edge),   49,  NaN,  4.6,-25.3,   60,   60,0.090,,, , ,7% left of ctr, ,,0.500,  NaN, 0.03,MTF30,0.085749,,,, ,  2.825, 0.4149, 0.7258,  5.2
imatest_noise0.3_blur4.0.png,2022-06-21 00:39:42,  450,1 Y,Horiz (V-edge),   50,  NaN, 18.7,-26.2,   61,   61,0.127,,, , ,7% left of ctr, ,,0.500,  NaN, 0.03,MTF30,0.088684,,,, ,  3.675, 0.4220, 0.7269,  5.7
imatest_noise0.4_blur4.0.png,2022-06-21 00:39:43,  450,1 Y,Horiz (V-edge),   54,  NaN, 12.4,-24.7,   62,   62,0.247,,, , ,7% left of ctr, ,,0.500,  NaN, 0.25,MTF30,0.089019,,,, ,  2.769, 0.4305, 0.7281,  5.9
imatest_noise0.5_blur4.0.png,2022-06-21 00:39:43,  450,1 Y,Horiz (V-edge),   52,  NaN, 12.6,-26.3,   60,   60,0.439,,, , ,7% left of ctr, ,,0.500,  NaN, 0.21,MTF30,0.088311,,,, ,  2.788, 0.4373, 0.7309, 10.0
imatest_noise0.6_blur4.0.png,2022-06-21 00:39:44,  450,1 Y,Horiz (V-edge),   55,  NaN, 10.0,-25.4,   63,   63,0.013,,, , ,7.1% left of ctr, ,,0.500,  NaN, 0.14,MTF30,0.091289,,,, ,  0.978, 0.4536, 0.7336, 12.5
imatest_noise0.7_blur4.0.png,2022-06-21 00:39:44,  450,1 Y,Horiz (V-edge),   37,  NaN,  2.9,-27.2,   60,   60,0.210,,, , ,7% left of ctr, ,,0.500,  NaN, 1.72,MTF30,0.08817,,,, ,  1.742, 0.0000, 0.4490, 23.7
imatest_noise0.8_blur4.0.png,2022-06-21 00:39:44,  450,1 Y,Horiz (V-edge),   57,  NaN, 15.2,-26.5,   63,   63,0.365,,, , ,7.1% left of ctr, ,,0.500,  NaN, 0.42,MTF30,0.097117,,,, ,  3.700, 0.0000, 0.4624, 10.5
imatest_noise0.9_blur4.0.png,2022-06-21 00:39:45,  450,1 Y,Horiz (V-edge),   81,  NaN, 26.7,-26.6,   64,   64,0.868,,, , ,7.1% left of ctr, ,,0.500,  NaN, 0.24,MTF30,0.10302,,,, ,  5.773, 0.0000, 0.4725,  7.1
imatest_noise1.0_blur4.0.png,2022-06-21 00:39:45,  450,1 Y,Horiz (V-edge),  110,  NaN, 42.6,-22.8,   70,   70,0.570,,, , ,7.2% left of ctr, ,,0.500,  NaN, 6.22,MTF30,0.20346,,,, ,  4.548, 0.0000, 0.4898, 40.9
imatest_noise0.0_blur4.5.png,2022-06-21 00:39:46,  450,1 Y,Horiz (V-edge),   47,  NaN,  5.9,-26.6,   56,   56,0.003,,, , ,7% left of ctr, ,,0.500,  NaN, 0.00,MTF30,0.080568,,,, ,  2.625, 0.4128, 0.7212,  4.2
imatest_noise0.1_blur4.5.png,2022-06-21 00:39:47,  450,1 Y,Horiz (V-edge),   48,  NaN,  6.6,-26.6,   56,   56,0.069,,, , ,7% left of ctr, ,,0.500,  NaN, 0.02,MTF30,0.08134,,,, ,  2.625, 0.4158, 0.7208,  4.9
imatest_noise0.2_blur4.5.png,2022-06-21 00:39:47,  450,1 Y,Horiz (V-edge),   49,  NaN,  5.1,-26.7,   56,   56,0.082,,, , ,7.1% left of ctr, ,,0.500,  NaN, 0.03,MTF30,0.082011,,,, ,  0.922, 0.4216, 0.7227,  5.5
imatest_noise0.3_blur4.5.png,2022-06-21 00:39:48,  450,1 Y,Horiz (V-edge),   46,  NaN,  6.9,-26.5,   57,   57,0.198,,, , ,7.1% left of ctr, ,,0.500,  NaN, 0.14,MTF30,0.08222,,,, ,  0.238, 0.4304, 0.7237,  9.1
imatest_noise0.4_blur4.5.png,2022-06-21 00:39:48,  450,1 Y,Horiz (V-edge),   53,  NaN,  6.8,-26.6,   58,   58,0.440,,, , ,7.1% left of ctr, ,,0.500,  NaN, 0.10,MTF30,0.084127,,,, ,  2.331, 0.4250, 0.7320,  8.7
imatest_noise0.5_blur4.5.png,2022-06-21 00:39:49,  450,1 Y,Horiz (V-edge),   45,  NaN, 10.4,-26.9,   55,   55,0.439,,, , ,7.1% left of ctr, ,,0.500,  NaN, 0.42,MTF30,0.080402,,,, ,  2.268, 0.4276, 0.7307,  4.9
imatest_noise0.6_blur4.5.png,2022-06-21 00:39:49,  450,1 Y,Horiz (V-edge),   65,  NaN,  9.5,-26.9,   55,   55,0.360,,, , ,7% left of ctr, ,,0.500,  NaN, 0.34,MTF30,0.079298,,,, ,  1.454, 0.4535, 0.7247,  9.5
imatest_noise0.7_blur4.5.png,2022-06-21 00:39:50,  450,1 Y,Horiz (V-edge),   38,  NaN, 46.6,-26.6,   55,   55,0.361,,, , ,7% left of ctr, ,,0.500,  NaN, 0.76,MTF30,0.079367,,,, ,  2.243, 0.0000, 0.4417,  4.4
imatest_noise0.8_blur4.5.png,2022-06-21 00:39:50,  450,1 Y,Horiz (V-edge),   50,  NaN, 14.6,-29.6,   48,   48,0.763,,, , ,7.1% left of ctr, ,,0.500,  NaN, 0.33,MTF30,0.073879,,,, ,  0.345, 0.0000, 0.4551, 50.7
imatest_noise0.9_blur4.5.png,2022-06-21 00:39:51,  450,1 Y,Horiz (V-edge),   62,  NaN, 23.6,-25.1,   62,   62,0.337,,, , ,7.3% left of ctr, ,,0.500,  NaN, 0.58,MTF30,0.089981,,,, ,  2.706, 0.0000, 0.4682, 22.7
imatest_noise1.0_blur4.5.png,2022-06-21 00:39:51,  450,1 Y,Horiz (V-edge),   99,  NaN, 63.6,-32.3,   69,   69,0.539,,, , ,7.2% left of ctr, ,,0.500,  NaN, 0.97,MTF30,0.1115,,,, ,  4.137, 0.0000, 0.4766, 18.9
imatest_noise0.0_blur0.0.png,2022-06-21 08:03:19,  450,1 Y,Horiz (V-edge),  503,  NaN,  0.0, -3.4,  543,  543,0.636,,, , ,6.7% left of ctr, ,,0.500,  NaN, 0.00,MTF30,0.75664,,,, ,  4.909, 0.3882, 0.7294,  0.0
imatest_noise0.1_blur0.0.png,2022-06-21 08:03:22,  450,1 Y,Horiz (V-edge),  509,  NaN,  1.6, -2.5,  578,  577,0.653,,, , ,6.7% left of ctr, ,,0.500,  NaN, 0.06,MTF30,0.76729,,,, ,  4.866, 0.3921, 0.7302,  1.0
imatest_noise0.2_blur0.0.png,2022-06-21 08:03:23,  450,1 Y,Horiz (V-edge),  515,  NaN,  3.0, -0.4,  571,  563,0.678,,, , ,6.7% left of ctr, ,,0.500,  NaN, 0.07,MTF30,0.76166,,,, ,  4.841, 0.3979, 0.7312,  2.0
imatest_noise0.3_blur0.0.png,2022-06-21 08:03:24,  450,1 Y,Horiz (V-edge),  484,  NaN,  5.2, -7.6,  551,  551,0.629,,, , ,6.7% left of ctr, ,,0.500,  NaN, 0.04,MTF30,0.77345,,,, ,  4.741, 0.4048, 0.7336,  2.6
imatest_noise0.4_blur0.0.png,2022-06-21 08:03:24,  450,1 Y,Horiz (V-edge),  448,  NaN,  5.1,  2.3,  491,  476,0.576,,, , ,6.7% left of ctr, ,,0.500,  NaN, 0.07,MTF30,0.7228,,,, ,  4.642, 0.4121, 0.7380,  4.3
imatest_noise0.5_blur0.0.png,2022-06-21 08:03:25,  450,1 Y,Horiz (V-edge),  539,  NaN,  7.1, -3.6,  797,  797,0.663,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.20,MTF30,0.96722,,,, ,  4.455, 0.4247, 0.7442,  6.8
imatest_noise0.6_blur0.0.png,2022-06-21 08:03:26,  450,1 Y,Horiz (V-edge),  552,  NaN,  9.9, -7.6,  735,  735,0.788,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.06,MTF30,0.8705,,,, ,  4.611, 0.4295, 0.7473,  6.6
imatest_noise0.7_blur0.0.png,2022-06-21 08:03:26,  450,1 Y,Horiz (V-edge),  642,  NaN, 12.3,  5.0,  817,  786,0.929,,, , ,6.7% left of ctr, ,,0.500,  NaN, 0.25,MTF30,1.0286,,,, ,  4.611, 0.4371, 0.7511, 11.3
imatest_noise0.8_blur0.0.png,2022-06-21 08:03:27,  450,1 Y,Horiz (V-edge),  755,  NaN, 20.5, 16.3,  754,  729,1.246,,, , ,6.7% left of ctr, ,,0.500,  NaN, 0.08,MTF30,0.88122,,,, ,  4.660, 0.4508, 0.7538, 11.6
imatest_noise0.9_blur0.0.png,2022-06-21 08:03:27,  450,1 Y,Horiz (V-edge),  697,  NaN, 21.4, 42.9, 1149,  545,1.318,,, , ,6.7% left of ctr, ,,0.500,  NaN, 0.18,MTF30,1.302,,,, ,  4.660, 0.4606, 0.7594, 11.4
imatest_noise1.0_blur0.0.png,2022-06-21 08:03:28,  450,1 Y,Horiz (V-edge),  999,  NaN, 36.1, 22.3,  925,  865,1.477,,, , ,6.7% left of ctr, ,,0.500,  NaN, 0.30,MTF30,1.1044,,,, ,  3.950, 0.4660, 0.7603, 16.6
imatest_noise0.0_blur0.5.png,2022-06-21 08:03:28,  450,1 Y,Horiz (V-edge),  273,  NaN,  0.0,-15.1,  282,  282,0.249,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.00,MTF30,0.4402,,,, ,  4.673, 0.3882, 0.7294, -0.0
imatest_noise0.1_blur0.5.png,2022-06-21 08:03:29,  450,1 Y,Horiz (V-edge),  270,  NaN,  0.7,-16.6,  289,  289,0.242,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.05,MTF30,0.43351,,,, ,  4.455, 0.3930, 0.7307,  0.5
imatest_noise0.2_blur0.5.png,2022-06-21 08:03:29,  450,1 Y,Horiz (V-edge),  258,  NaN,  2.0,-17.5,  278,  278,0.196,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.05,MTF30,0.44822,,,, ,  4.611, 0.3980, 0.7330,  1.7
imatest_noise0.3_blur0.5.png,2022-06-21 08:03:30,  450,1 Y,Horiz (V-edge),  253,  NaN,  4.0,-22.4,  307,  307,0.189,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.17,MTF30,0.42845,,,, ,  4.449, 0.4058, 0.7358,  3.3
imatest_noise0.4_blur0.5.png,2022-06-21 08:03:30,  450,1 Y,Horiz (V-edge),  256,  NaN,  3.7,-16.2,  286,  286,0.284,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.17,MTF30,0.47696,,,, ,  4.735, 0.4112, 0.7400,  6.4
imatest_noise0.5_blur0.5.png,2022-06-21 08:03:31,  450,1 Y,Horiz (V-edge),  222,  NaN,  7.5, -8.0,  243,  243,0.131,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.09,MTF30,0.41604,,,, ,  5.326, 0.4168, 0.7464,  5.9
imatest_noise0.6_blur0.5.png,2022-06-21 08:03:31,  450,1 Y,Horiz (V-edge),  228,  NaN, 10.0,-14.0,  279,  279,0.202,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.25,MTF30,0.43677,,,, ,  5.040, 0.4263, 0.7480,  8.0
imatest_noise0.7_blur0.5.png,2022-06-21 08:03:32,  450,1 Y,Horiz (V-edge),  235,  NaN, 10.5,-23.1,  297,  297,0.408,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.37,MTF30,0.40648,,,, ,  4.162, 0.4341, 0.7543,  9.0
imatest_noise0.8_blur0.5.png,2022-06-21 08:03:32,  450,1 Y,Horiz (V-edge),  240,  NaN, 14.5,-26.6,  308,  303,0.519,,, , ,6.8% left of ctr, ,,0.500,  NaN, 2.49,MTF30,0.39389,,,, ,  4.355, 0.4479, 0.7552, 20.2
imatest_noise0.9_blur0.5.png,2022-06-21 08:03:33,  450,1 Y,Horiz (V-edge),  184,  NaN, 23.0,-22.1,  154,  154,0.375,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.31,MTF30,0.21563,,,, ,  4.972, 0.4703, 0.7622,  8.3
imatest_noise1.0_blur0.5.png,2022-06-21 08:03:33,  450,1 Y,Horiz (V-edge),  259,  NaN, 24.8,-11.8,  171,  168,0.632,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.98,MTF30,0.22775,,,, ,  5.034, 0.4885, 0.7714, 14.0
imatest_noise0.0_blur1.0.png,2022-06-21 08:03:34,  450,1 Y,Horiz (V-edge),  165,  NaN,  0.0,-22.1,  164,  164,0.012,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.00,MTF30,0.24045,,,, ,  4.505, 0.3882, 0.7294,  0.0
imatest_noise0.1_blur1.0.png,2022-06-21 08:03:34,  450,1 Y,Horiz (V-edge),  165,  NaN,  1.1,-22.7,  164,  164,0.013,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.05,MTF30,0.24683,,,, ,  4.218, 0.3914, 0.7306,  1.2
imatest_noise0.2_blur1.0.png,2022-06-21 08:03:35,  450,1 Y,Horiz (V-edge),  163,  NaN,  2.1,-22.5,  164,  164,0.084,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.09,MTF30,0.24559,,,, ,  5.053, 0.3962, 0.7325,  1.0
imatest_noise0.3_blur1.0.png,2022-06-21 08:03:35,  450,1 Y,Horiz (V-edge),  168,  NaN,  4.4,-19.7,  163,  163,0.133,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.16,MTF30,0.24168,,,, ,  4.872, 0.4008, 0.7362,  2.7
imatest_noise0.4_blur1.0.png,2022-06-21 08:03:36,  450,1 Y,Horiz (V-edge),  164,  NaN,  9.9,-22.7,  157,  157,0.117,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.11,MTF30,0.26254,,,, ,  4.505, 0.4076, 0.7374,  3.2
imatest_noise0.5_blur1.0.png,2022-06-21 08:03:36,  450,1 Y,Horiz (V-edge),  155,  NaN, 10.7,-12.8,  155,  155,0.154,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.21,MTF30,0.21519,,,, ,  4.629, 0.4127, 0.7385,  5.0
imatest_noise0.6_blur1.0.png,2022-06-21 08:03:37,  450,1 Y,Horiz (V-edge),  172,  NaN, 18.1,-22.1,  187,  169,0.117,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.37,MTF30,0.31602,,,, ,  4.461, 0.4289, 0.7401,  8.3
imatest_noise0.7_blur1.0.png,2022-06-21 08:03:37,  450,1 Y,Horiz (V-edge),  162,  NaN, 23.9,-23.5,  186,  167,0.295,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.57,MTF30,0.32894,,,, ,  4.885, 0.4377, 0.7470, 10.5
imatest_noise0.8_blur1.0.png,2022-06-21 08:03:38,  450,1 Y,Horiz (V-edge),  249,  NaN, 32.4,-23.1,  181,  181,0.288,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.54,MTF30,0.24272,,,, ,  5.426, 0.4520, 0.7420, 16.1
imatest_noise0.9_blur1.0.png,2022-06-21 08:03:38,  450,1 Y,Horiz (V-edge),  199,  NaN, 47.9,-27.5,  229,  156,0.238,,, , ,6.8% left of ctr, ,,0.500,  NaN, 1.42,MTF30,0.43444,,,, ,  5.003, 0.4646, 0.7431, 17.1
imatest_noise1.0_blur1.0.png,2022-06-21 08:03:39,  450,1 Y,Horiz (V-edge),  363,  NaN, 47.3,-30.4,  289,  289,0.427,,, , ,6.8% left of ctr, ,,0.500,  NaN, 1.25,MTF30,0.35709,,,, ,  5.550, 0.4827, 0.7456, 42.2
imatest_noise0.0_blur1.5.png,2022-06-21 08:03:39,  450,1 Y,Horiz (V-edge),  114,  NaN,  0.0,-22.9,  117,  117,0.011,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.00,MTF30,0.17202,,,, ,  4.218, 0.3882, 0.7294, -0.0
imatest_noise0.1_blur1.5.png,2022-06-21 08:03:40,  450,1 Y,Horiz (V-edge),  117,  NaN,  0.9,-23.4,  118,  118,0.052,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.03,MTF30,0.17412,,,, ,  4.517, 0.3924, 0.7311,  0.9
imatest_noise0.2_blur1.5.png,2022-06-21 08:03:40,  450,1 Y,Horiz (V-edge),  122,  NaN,  1.9,-23.9,  117,  117,0.053,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.03,MTF30,0.17519,,,, ,  4.953, 0.3964, 0.7325,  1.9
imatest_noise0.3_blur1.5.png,2022-06-21 08:03:41,  450,1 Y,Horiz (V-edge),  120,  NaN,  5.2,-22.9,  117,  117,0.173,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.11,MTF30,0.17145,,,, ,  4.230, 0.4009, 0.7340,  2.3
imatest_noise0.4_blur1.5.png,2022-06-21 08:03:41,  450,1 Y,Horiz (V-edge),  135,  NaN,  4.5,-21.2,  118,  118,0.356,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.06,MTF30,0.17892,,,, ,  5.015, 0.4072, 0.7385,  4.1
imatest_noise0.5_blur1.5.png,2022-06-21 08:03:42,  450,1 Y,Horiz (V-edge),  134,  NaN,  9.2,-22.9,  112,  112,0.372,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.08,MTF30,0.16681,,,, ,  4.586, 0.4154, 0.7421,  3.4
imatest_noise0.6_blur1.5.png,2022-06-21 08:03:42,  450,1 Y,Horiz (V-edge),  140,  NaN,  8.8,-27.9,  115,  115,0.329,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.11,MTF30,0.19134,,,, ,  4.735, 0.4235, 0.7479, 11.2
imatest_noise0.7_blur1.5.png,2022-06-21 08:03:43,  450,1 Y,Horiz (V-edge),  139,  NaN, 19.7,-24.4,  136,  136,0.281,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.50,MTF30,0.20424,,,, ,  4.822, 0.4370, 0.7507,  9.6
imatest_noise0.8_blur1.5.png,2022-06-21 08:03:43,  450,1 Y,Horiz (V-edge),  119,  NaN, 23.7,-27.4,  116,  116,0.504,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.59,MTF30,0.23111,,,, ,  4.648, 0.4432, 0.7620,  3.8
imatest_noise0.9_blur1.5.png,2022-06-21 08:03:44,  450,1 Y,Horiz (V-edge),  109,  NaN, 20.6,-24.1,  118,  118,0.248,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.17,MTF30,0.21618,,,, ,  2.669, 0.4524, 0.7581,  9.4
imatest_noise1.0_blur1.5.png,2022-06-21 08:03:44,  450,1 Y,Horiz (V-edge),  187,  NaN, 20.0,-38.5,  116, 1554,1.075,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.48,MTF30,NaN,,,, ,  3.475, 0.4528, 0.7659, 14.7
imatest_noise0.0_blur2.0.png,2022-06-21 08:03:45,  450,1 Y,Horiz (V-edge),   87,  NaN,  0.0,-23.4,   92,   92,0.004,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.00,MTF30,0.13447,,,, ,  3.912, 0.3886, 0.7294,  0.0
imatest_noise0.1_blur2.0.png,2022-06-21 08:03:45,  450,1 Y,Horiz (V-edge),   87,  NaN,  0.7,-23.5,   93,   93,0.052,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.00,MTF30,0.13495,,,, ,  3.981, 0.3928, 0.7300,  0.8
imatest_noise0.2_blur2.0.png,2022-06-21 08:03:46,  450,1 Y,Horiz (V-edge),   87,  NaN,  3.0,-22.6,   92,   92,0.043,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.08,MTF30,0.13035,,,, ,  2.813, 0.3989, 0.7334,  1.5
imatest_noise0.3_blur2.0.png,2022-06-21 08:03:46,  450,1 Y,Horiz (V-edge),   96,  NaN,  8.1,-23.2,   96,   96,0.079,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.18,MTF30,0.13501,,,, ,  3.175, 0.4043, 0.7328,  4.1
imatest_noise0.4_blur2.0.png,2022-06-21 08:03:47,  450,1 Y,Horiz (V-edge),   99,  NaN, 13.1,-22.7,  101,  101,0.171,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.12,MTF30,0.1438,,,, ,  4.218, 0.4129, 0.7347,  3.8
imatest_noise0.5_blur2.0.png,2022-06-21 08:03:47,  450,1 Y,Horiz (V-edge),   92,  NaN, 12.7,-22.1,   98,   98,0.268,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.16,MTF30,0.13548,,,, ,  3.919, 0.4202, 0.7369,  4.7
imatest_noise0.6_blur2.0.png,2022-06-21 08:03:48,  450,1 Y,Horiz (V-edge),   96,  NaN,  4.6,-21.4,   99,   99,0.287,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.13,MTF30,0.13652,,,, ,  5.034, 0.4242, 0.7350,  4.9
imatest_noise0.7_blur2.0.png,2022-06-21 08:03:48,  450,1 Y,Horiz (V-edge),   94,  NaN,  8.3,-22.4,  101,  101,0.287,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.17,MTF30,0.14448,,,, ,  3.681, 0.4253, 0.7348, 10.1
imatest_noise0.8_blur2.0.png,2022-06-21 08:03:49,  450,1 Y,Horiz (V-edge),   90,  NaN, 26.6,-19.7,  111,  111,0.458,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.22,MTF30,0.15187,,,, ,  5.817, 0.4324, 0.7547,  6.4
imatest_noise0.9_blur2.0.png,2022-06-21 08:03:49,  450,1 Y,Horiz (V-edge),  135,  NaN, 17.5,-27.5,  126,  126,0.181,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.22,MTF30,0.20416,,,, ,  6.009, 0.4522, 0.7545, 23.0
imatest_noise1.0_blur2.0.png,2022-06-21 08:03:50,  450,1 Y,Horiz (V-edge),   63,  NaN, 23.8,-24.7,  115,  115,0.545,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.25,MTF30,0.17698,,,, ,  3.943, 0.0000, 0.4664, 11.6
imatest_noise0.0_blur2.5.png,2022-06-21 08:03:50,  450,1 Y,Horiz (V-edge),   71,  NaN,  0.3,-22.4,   77,   77,0.004,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.00,MTF30,0.11605,,,, ,  3.887, 0.3904, 0.7294,  0.3
imatest_noise0.1_blur2.5.png,2022-06-21 08:03:51,  450,1 Y,Horiz (V-edge),   73,  NaN,  0.9,-22.5,   78,   78,0.019,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.02,MTF30,0.11749,,,, ,  3.525, 0.3941, 0.7291,  0.6
imatest_noise0.2_blur2.5.png,2022-06-21 08:03:51,  450,1 Y,Horiz (V-edge),   71,  NaN,  1.9,-22.7,   76,   76,0.081,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.14,MTF30,0.11454,,,, ,  4.224, 0.3973, 0.7325,  1.8
imatest_noise0.3_blur2.5.png,2022-06-21 08:03:52,  450,1 Y,Horiz (V-edge),   73,  NaN,  5.0,-22.8,   78,   78,0.089,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.11,MTF30,0.11732,,,, ,  4.043, 0.4046, 0.7331,  2.7
imatest_noise0.4_blur2.5.png,2022-06-21 08:03:52,  450,1 Y,Horiz (V-edge),   76,  NaN,  6.6,-22.0,   80,   80,0.019,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.16,MTF30,0.11901,,,, ,  3.738, 0.4142, 0.7383,  4.1
imatest_noise0.5_blur2.5.png,2022-06-21 08:03:53,  450,1 Y,Horiz (V-edge),   75,  NaN, 23.3,-23.6,   79,   79,0.070,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.23,MTF30,0.12173,,,, ,  2.769, 0.4244, 0.7412,  4.8
imatest_noise0.6_blur2.5.png,2022-06-21 08:03:53,  450,1 Y,Horiz (V-edge),   85,  NaN, 20.2,-23.3,   77,   77,0.271,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.10,MTF30,0.12697,,,, ,  2.750, 0.4296, 0.7452,  3.7
imatest_noise0.7_blur2.5.png,2022-06-21 08:03:54,  450,1 Y,Horiz (V-edge),   72,  NaN, 18.1,-20.5,   81,   81,0.481,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.16,MTF30,0.12055,,,, ,  1.561, 0.4393, 0.7553, 12.4
